,step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
5975515,407,4,312955.14,312955.14,0.0,0.0,0.0,1
5975516,407,1,312955.14,312955.14,0.0,18559.06,331514.2,1
5976563,407,4,2085274.39,2085274.39,0.0,0.0,0.0,1
5976564,407,1,2085274.39,2085274.39,0.0,3362607.02,5447881.42,1
5976929,407,4,48132.52,48132.52,0.0,0.0,0.0,1
5976930,407,1,48132.52,48132.52,0.0,94309.66,142442.19,1
5980078,408,4,2567602.1,2567602.1,0.0,0.0,0.0,1
5980079,408,1,2567602.1,2567602.1,0.0,0.0,2567602.1,1
5980149,408,4,429257.45,429257.45,0.0,0.0,0.0,1
5980150,408,1,429257.45,429257.45,0.0,0.0,429257.45,1
5980628,408,4,313936.67,313936.67,0.0,0.0,0.0,1
5980629,408,1,313936.67,313936.67,0.0,1145802.52,1459739.19,1
5981895,408,4,398724.6,398724.6,0.0,0.0,0.0,1
5981896,408,1,398724.6,398724.6,0.0,5738519.76,6137244.36,1
5986972,408,4,503961.93,503961.93,0.0,0.0,0.0,1
5986973,408,1,503961.93,503961.93,0.0,0.0,503961.93,1
5987483,409,4,1050135.78,1050135.78,0.0,0.0,0.0,1
5987484,409,1,1050135.78,1050135.78,0.0,4365234.19,5415369.97,1
5987525,409,4,71921.7,71921.7,0.0,0.0,0.0,1
5987526,409,1,71921.7,71921.7,0.0,42131.23,114052.93,1
5987531,409,4,2284476.12,2284476.12,0.0,0.0,0.0,1
5987532,409,1,2284476.12,2284476.12,0.0,6835.89,2291312.01,1
5987586,409,4,10000000.0,11018800.91,1018800.91,0.0,0.0,1
5987587,409,1,10000000.0,10000000.0,0.0,8496.86,10008496.86,1
5987588,409,4,1018800.91,1018800.91,0.0,0.0,0.0,1
5987589,409,1,1018800.91,1018800.91,0.0,389321.6,1408122.51,1
5987631,409,4,377096.39,377096.39,0.0,0.0,0.0,1
5987632,409,1,377096.39,377096.39,0.0,0.0,377096.39,1
5987652,409,4,175972.28,175972.28,0.0,0.0,0.0,1
5987653,409,1,175972.28,175972.28,0.0,602609.04,778581.32,1
5987696,409,4,3260215.75,3260215.75,0.0,0.0,0.0,1
5987697,409,1,3260215.75,3260215.75,0.0,0.0,3260215.75,1
5987863,409,4,10000000.0,19033760.73,9033760.73,0.0,0.0,1
5987864,409,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
5987865,409,4,9033760.73,9033760.73,0.0,0.0,0.0,1
5987866,409,1,9033760.73,9033760.73,0.0,208005.22,9241765.96,1
5987900,410,4,2876010.51,2876010.51,0.0,0.0,0.0,1
5987901,410,1,2876010.51,2876010.51,0.0,119686.18,2995696.7,1
5987902,410,4,124202.04,124202.04,0.0,0.0,0.0,1
5987903,410,1,124202.04,124202.04,0.0,4212193.08,4336395.13,1
5987904,410,4,557950.06,557950.06,0.0,0.0,0.0,1
5987905,410,1,557950.06,557950.06,0.0,111018.84,668968.9,1
5987906,410,4,4900487.15,4900487.15,0.0,0.0,0.0,1
5987907,410,1,4900487.15,4900487.15,0.0,0.0,4900487.15,1
5987908,410,4,871745.76,871745.76,0.0,0.0,0.0,1
5987909,410,1,871745.76,871745.76,0.0,1830440.62,2702186.38,1
5987910,410,4,281439.26,281439.26,0.0,0.0,0.0,1
5987911,410,1,281439.26,281439.26,0.0,118976.79,400416.05,1
5987912,410,4,1232013.7,1232013.7,0.0,0.0,0.0,1
5987913,410,1,1232013.7,1232013.7,0.0,0.0,1232013.7,1
5987914,410,4,206985.26,206985.26,0.0,0.0,0.0,1
5987915,410,1,206985.26,206985.26,0.0,1372.42,208357.68,1
5987916,410,4,950791.37,950791.37,0.0,0.0,0.0,1
5987917,410,1,950791.37,950791.37,0.0,0.0,950791.37,1
5987918,410,4,2406332.79,2406332.79,0.0,0.0,0.0,1
5987919,410,1,2406332.79,2406332.79,0.0,7523033.41,9929366.2,1
5987920,411,4,427373.65,427373.65,0.0,0.0,0.0,1
5987921,411,1,427373.65,427373.65,0.0,64983.82,492357.46,1
5987922,411,4,10000000.0,12068313.94,2068313.94,0.0,0.0,1
5987923,411,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
5987924,411,4,2068313.94,2068313.94,0.0,0.0,0.0,1
5987925,411,1,2068313.94,2068313.94,0.0,0.0,2068313.94,1
5987926,411,4,1464008.18,1464008.18,0.0,0.0,0.0,1
5987927,411,1,1464008.18,1464008.18,0.0,0.0,1464008.18,1
5987928,411,4,365069.45,365069.45,0.0,0.0,0.0,1
5987929,411,1,365069.45,365069.45,0.0,1033912.43,1398981.88,1
5987930,411,4,281023.82,281023.82,0.0,0.0,0.0,1
5987931,411,1,281023.82,281023.82,0.0,0.0,281023.82,1
5987932,411,4,1240717.75,1240717.75,0.0,0.0,0.0,1
5987933,411,1,1240717.75,1240717.75,0.0,144986.76,1385704.52,1
5987934,411,4,6370726.84,6370726.84,0.0,0.0,0.0,1
5987935,411,1,6370726.84,6370726.84,0.0,49570.47,6420297.31,1
5987936,412,4,87438.83,87438.83,0.0,0.0,0.0,1
5987937,412,1,87438.83,87438.83,0.0,69617.57,157056.4,1
5987938,412,4,2425164.58,2425164.58,0.0,0.0,0.0,1
5987939,412,1,2425164.58,2425164.58,0.0,946807.93,3371972.51,1
5987940,412,4,381977.83,381977.83,0.0,0.0,0.0,1
5987941,412,1,381977.83,381977.83,0.0,0.0,381977.83,1
5987942,412,4,571163.03,571163.03,0.0,0.0,0.0,1
5987943,412,1,571163.03,571163.03,0.0,45861.48,617024.51,1
5987963,413,4,781.93,781.93,0.0,0.0,0.0,1
5987964,413,1,781.93,781.93,0.0,0.0,781.93,1
5987969,413,4,8536151.16,8536151.16,0.0,0.0,0.0,1
5987970,413,1,8536151.16,8536151.16,0.0,339032.24,8875183.4,1
5987982,413,4,115085.31,115085.31,0.0,0.0,0.0,1
5987983,413,1,115085.31,115085.31,0.0,999400.25,1114485.56,1
5987999,413,4,438983.45,438983.45,0.0,0.0,0.0,1
5988000,413,1,438983.45,438983.45,0.0,26861.84,465845.29,1
5988009,413,4,786278.72,786278.72,0.0,0.0,0.0,1
5988010,413,1,786278.72,786278.72,0.0,0.0,786278.72,1
5988020,413,4,341441.17,341441.17,0.0,0.0,0.0,1
5988021,413,1,341441.17,341441.17,0.0,0.0,341441.17,1
5988202,413,4,140333.35,140333.35,0.0,0.0,0.0,1
5988203,413,1,140333.35,140333.35,0.0,132894.81,273228.16,1
5988233,414,4,216000.95,216000.95,0.0,0.0,0.0,1
5988234,414,1,216000.95,216000.95,0.0,171773.03,387773.97,1
5988235,414,4,533269.77,533269.77,0.0,0.0,0.0,1
5988236,414,1,533269.77,533269.77,0.0,20836.5,554106.28,1
5988237,414,4,298384.21,298384.21,0.0,0.0,0.0,1
5988238,414,1,298384.21,298384.21,0.0,77405.99,375790.2,1
5988239,414,4,537641.8,537641.8,0.0,0.0,0.0,1
5988240,414,1,537641.8,537641.8,0.0,55732.77,593374.56,1
5988241,414,4,4602636.68,4602636.68,0.0,0.0,0.0,1
5988242,414,1,4602636.68,4602636.68,0.0,0.0,4602636.68,1
5988243,414,4,3285475.4,3285475.4,0.0,0.0,0.0,1
5988244,414,1,3285475.4,3285475.4,0.0,746119.83,4031595.23,1
5988245,414,4,10000000.0,10724264.21,724264.21,0.0,0.0,1
5988246,414,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
5988247,414,4,724264.21,724264.21,0.0,0.0,0.0,1
5988248,414,1,724264.21,724264.21,0.0,0.0,724264.21,1
5988249,415,4,224230.16,224230.16,0.0,0.0,0.0,1
5988250,415,1,224230.16,224230.16,0.0,427065.03,651295.19,1
5988251,415,4,23236.49,23236.49,0.0,0.0,0.0,1
5988252,415,1,23236.49,23236.49,0.0,179969.72,203206.21,1
5988253,415,4,13659.45,13659.45,0.0,0.0,0.0,1
5988254,415,1,13659.45,13659.45,0.0,474620.98,488280.42,1
5988255,415,4,461369.99,461369.99,0.0,0.0,0.0,1
5988256,415,1,461369.99,461369.99,0.0,2572575.13,3033945.11,1
5988257,415,4,191834.14,191834.14,0.0,0.0,0.0,1
5988258,415,1,191834.14,191834.14,0.0,105924.3,297758.43,1
5988259,415,4,3242183.64,3242183.64,0.0,0.0,0.0,1
5988260,415,1,3242183.64,3242183.64,0.0,0.0,3242183.64,1
5988261,415,4,1675153.28,1675153.28,0.0,0.0,0.0,1
5988262,415,1,1675153.28,1675153.28,0.0,12832.26,1687985.53,1
5988263,415,4,37766.23,37766.23,0.0,0.0,0.0,1
5988264,415,1,37766.23,37766.23,0.0,2344708.27,2382474.5,1
5989566,416,4,79076.14,79076.14,0.0,0.0,0.0,1
5989567,416,1,79076.14,79076.14,0.0,0.0,79076.14,1
5989788,416,4,27276.07,27276.07,0.0,0.0,0.0,1
5989789,416,1,27276.07,27276.07,0.0,0.0,27276.07,1
5990224,416,4,10000000.0,13019699.77,3019699.77,0.0,0.0,1
5990225,416,1,10000000.0,10000000.0,0.0,2423749.18,12423749.18,1
5990226,416,4,3019699.77,3019699.77,0.0,0.0,0.0,1
5990227,416,1,3019699.77,3019699.77,0.0,523626.59,3543326.36,1
5990447,417,4,1049586.54,1049586.54,0.0,0.0,0.0,1
5990448,417,1,1049586.54,1049586.54,0.0,8366.77,1057953.31,1
5990449,417,4,237776.02,237776.02,0.0,0.0,0.0,1
5990450,417,1,237776.02,237776.02,0.0,102969.39,340745.41,1
5990451,417,4,2028897.08,2028897.08,0.0,0.0,0.0,1
5990452,417,1,2028897.08,2028897.08,0.0,4194222.4,6223119.48,1
5990453,418,4,452261.67,452261.67,0.0,0.0,0.0,1
5990454,418,1,452261.67,452261.67,0.0,577217.57,1029479.24,1
5990455,418,4,892376.71,892376.71,0.0,0.0,0.0,1
5990456,418,1,892376.71,892376.71,0.0,31730514.36,32622891.07,1
5990457,418,4,34498.05,34498.05,0.0,0.0,0.0,1
5990458,418,1,34498.05,34498.05,0.0,0.0,34498.05,1
5990552,419,4,3118811.65,3118811.65,0.0,0.0,0.0,1
5990553,419,1,3118811.65,3118811.65,0.0,1163983.03,4282794.68,1
5990636,419,4,426323.38,426323.38,0.0,0.0,0.0,1
5990637,419,1,426323.38,426323.38,0.0,102216.61,528539.99,1
5990653,419,4,60891.94,60891.94,0.0,0.0,0.0,1
5990654,419,1,60891.94,60891.94,0.0,1534972.09,1595864.03,1
5991574,419,4,149535.0,149535.0,0.0,0.0,0.0,1
5991575,419,1,149535.0,149535.0,0.0,711124.24,860659.24,1
5991618,419,4,533092.45,533092.45,0.0,0.0,0.0,1
5991619,419,1,533092.45,533092.45,0.0,1480922.8,2014015.24,1
5993383,420,4,500905.62,500905.62,0.0,0.0,0.0,1
5993384,420,1,500905.62,500905.62,0.0,4867381.69,5368287.32,1
5993541,420,4,253261.96,253261.96,0.0,0.0,0.0,1
5993542,420,1,253261.96,253261.96,0.0,95869.95,349131.91,1
5993581,420,4,341956.42,341956.42,0.0,0.0,0.0,1
5993582,420,1,341956.42,341956.42,0.0,2191293.04,2533249.45,1
5993689,420,4,430722.59,430722.59,0.0,0.0,0.0,1
5993690,420,1,430722.59,430722.59,0.0,1630593.27,2061315.87,1
5994222,420,4,116489.77,116489.77,0.0,0.0,0.0,1
5994223,420,1,116489.77,116489.77,0.0,0.0,116489.77,1
5994273,420,4,1464160.5,1464160.5,0.0,0.0,0.0,1
5994274,420,1,1464160.5,1464160.5,0.0,462739.95,1926900.44,1
5994336,421,4,10000000.0,25455965.86,15455965.86,0.0,0.0,1
5994337,421,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
5994338,421,4,10000000.0,15455965.86,5455965.86,0.0,0.0,1
5994339,421,1,10000000.0,10000000.0,0.0,1886102.76,11886102.76,1
5994340,421,4,5455965.86,5455965.86,0.0,0.0,0.0,1
5994341,421,1,5455965.86,5455965.86,0.0,0.0,5455965.86,1
5994342,421,4,1501341.87,1501341.87,0.0,0.0,0.0,1
5994343,421,1,1501341.87,1501341.87,0.0,0.0,1501341.87,1
5994344,421,4,267564.83,267564.83,0.0,0.0,0.0,1
5994345,421,1,267564.83,267564.83,0.0,0.0,267564.83,1
5994346,421,4,207021.45,207021.45,0.0,0.0,0.0,1
5994347,421,1,207021.45,207021.45,0.0,0.0,207021.45,1
5994348,421,4,19729.68,19729.68,0.0,0.0,0.0,1
5994349,421,1,19729.68,19729.68,0.0,0.0,19729.68,1
5994540,422,4,40591.72,40591.72,0.0,0.0,0.0,1
5994541,422,1,40591.72,40591.72,0.0,276257.36,316849.08,1
5994749,422,4,298365.86,298365.86,0.0,0.0,0.0,1
5994750,422,1,298365.86,298365.86,0.0,0.0,298365.86,1
5995095,422,4,2897907.81,2897907.81,0.0,0.0,0.0,1
5995096,422,1,2897907.81,2897907.81,0.0,351034.56,3248942.38,1
5995101,422,4,1857935.57,1857935.57,0.0,0.0,0.0,1
5995102,422,1,1857935.57,1857935.57,0.0,738704.8,2596640.37,1
5995572,422,4,87381.78,87381.78,0.0,0.0,0.0,1
5995573,422,1,87381.78,87381.78,0.0,474312.15,561693.93,1
5995644,423,4,3588174.94,3588174.94,0.0,0.0,0.0,1
5995645,423,1,3588174.94,3588174.94,0.0,103757.04,3691931.98,1
5996196,423,4,396757.22,396757.22,0.0,0.0,0.0,1
5996197,423,1,396757.22,396757.22,0.0,167363.79,564121.01,1
5996228,423,4,207241.52,207241.52,0.0,0.0,0.0,1
5996229,423,1,207241.52,207241.52,0.0,0.0,207241.52,1
5996375,424,4,5475018.52,5475018.52,0.0,0.0,0.0,1
5996376,424,1,5475018.52,5475018.52,0.0,205724.59,5680743.11,1
5996377,424,4,671406.79,671406.79,0.0,0.0,0.0,1
5996378,424,1,671406.79,671406.79,0.0,102024.04,773430.83,1
5996379,424,4,158245.65,158245.65,0.0,0.0,0.0,1
5996380,424,1,158245.65,158245.65,0.0,474628.91,632874.55,1
5996381,424,4,1346264.61,1346264.61,0.0,0.0,0.0,1
5996382,424,1,1346264.61,1346264.61,0.0,1806026.36,3152290.97,1
5996383,424,4,313697.44,313697.44,0.0,0.0,0.0,1
5996384,424,1,313697.44,313697.44,0.0,0.0,313697.44,1
5996385,424,4,2772748.37,2772748.37,0.0,0.0,0.0,1
5996386,424,1,2772748.37,2772748.37,0.0,0.0,2772748.37,1
5996387,424,4,1058602.68,1058602.68,0.0,0.0,0.0,1
5996388,424,1,1058602.68,1058602.68,0.0,628385.94,1686988.62,1
5996389,425,4,34839.32,34839.32,0.0,0.0,0.0,1
5996390,425,1,34839.32,34839.32,0.0,0.0,34839.32,1
5996391,425,4,462452.87,462452.87,0.0,0.0,0.0,1
5996392,425,1,462452.87,462452.87,0.0,0.0,462452.87,1
5996393,425,4,3401641.0,3401641.0,0.0,0.0,0.0,1
5996394,425,1,3401641.0,3401641.0,0.0,2062298.62,5463939.63,1
5996395,425,4,19421.77,19421.77,0.0,0.0,0.0,1
5996396,425,1,19421.77,19421.77,0.0,663000.64,682422.4,1
5996397,425,4,486175.4,486175.4,0.0,0.0,0.0,1
5996398,425,1,486175.4,486175.4,0.0,0.0,486175.4,1
5996399,425,4,10000000.0,59585040.37,49585040.37,0.0,0.0,1
5996400,425,1,10000000.0,10000000.0,0.0,10662599.15,20662599.15,1
5996401,425,4,10000000.0,49585040.37,39585040.37,0.0,0.0,1
5996402,425,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
5996403,425,4,10000000.0,39585040.37,29585040.37,0.0,0.0,1
5996404,425,1,10000000.0,10000000.0,0.0,1727027.89,11727027.89,1
5996405,425,4,10000000.0,29585040.37,19585040.37,0.0,0.0,1
5996407,425,4,10000000.0,19585040.37,19585040.37,0.0,0.0,1
5996408,425,1,0.0,0.0,0.0,76759.9,76759.9,1
5996409,425,4,9585040.37,19585040.37,19585040.37,0.0,0.0,1
5996410,425,1,0.0,0.0,0.0,2921531.34,2921531.34,1
5996411,425,4,460434.46,460434.46,0.0,0.0,0.0,1
5996412,425,1,460434.46,460434.46,0.0,1046172.48,1506606.94,1
5996413,425,4,287720.41,287720.41,0.0,0.0,0.0,1
5996414,425,1,287720.41,287720.41,0.0,174700.67,462421.08,1
5996415,425,4,204030.2,204030.2,0.0,0.0,0.0,1
5996416,425,1,204030.2,204030.2,0.0,0.0,204030.2,1
5997444,426,4,99804.21,99804.21,0.0,0.0,0.0,1
5997445,426,1,99804.21,99804.21,0.0,77105.84,176910.05,1
6001556,427,4,4892226.25,4892226.25,0.0,0.0,0.0,1
6001557,427,1,4892226.25,4892226.25,0.0,54435.33,4946661.58,1
6001558,427,4,225324.05,225324.05,0.0,0.0,0.0,1
6001559,427,1,225324.05,225324.05,0.0,9125.63,234449.67,1
6001560,427,4,59749.28,59749.28,0.0,0.0,0.0,1
6001561,427,1,59749.28,59749.28,0.0,1279160.38,1338909.66,1
6001562,427,4,426173.04,426173.04,0.0,0.0,0.0,1
6001563,427,1,426173.04,426173.04,0.0,0.0,426173.04,1
6001564,427,4,3890627.92,3890627.92,0.0,0.0,0.0,1
6001565,427,1,3890627.92,3890627.92,0.0,0.0,3890627.92,1
6001566,427,4,474195.1,474195.1,0.0,0.0,0.0,1
6001567,427,1,474195.1,474195.1,0.0,0.0,474195.1,1
6001568,427,4,1171751.17,1171751.17,0.0,0.0,0.0,1
6001569,427,1,1171751.17,1171751.17,0.0,0.0,1171751.17,1
6002112,428,4,3037.67,3037.67,0.0,0.0,0.0,1
6002113,428,1,3037.67,3037.67,0.0,800854.71,803892.38,1
6002930,428,4,3028421.03,3028421.03,0.0,0.0,0.0,1
6002931,428,1,3028421.03,3028421.03,0.0,4503234.54,7531655.57,1
6003573,428,4,183306.21,183306.21,0.0,0.0,0.0,1
6003574,428,1,183306.21,183306.21,0.0,0.0,183306.21,1
6006150,429,4,837192.23,837192.23,0.0,0.0,0.0,1
6006151,429,1,837192.23,837192.23,0.0,0.0,837192.23,1
6006492,429,4,315712.36,315712.36,0.0,0.0,0.0,1
6006493,429,1,315712.36,315712.36,0.0,733325.51,1049037.87,1
6006719,430,4,221511.12,221511.12,0.0,0.0,0.0,1
6006720,430,1,221511.12,221511.12,0.0,201354.78,422865.9,1
6006721,430,4,326394.8,326394.8,0.0,0.0,0.0,1
6006722,430,1,326394.8,326394.8,0.0,16973.41,343368.22,1
6006723,430,4,3302492.95,3302492.95,0.0,0.0,0.0,1
6006724,430,1,3302492.95,3302492.95,0.0,589810.81,3892303.76,1
6006725,430,4,2828068.73,2828068.73,0.0,0.0,0.0,1
6006726,430,1,2828068.73,2828068.73,0.0,102766.8,2930835.53,1
6007569,431,4,526071.46,526071.46,0.0,0.0,0.0,1
6007570,431,1,526071.46,526071.46,0.0,987448.67,1513520.12,1
6007596,431,4,3718503.37,3718503.37,0.0,0.0,0.0,1
6007597,431,1,3718503.37,3718503.37,0.0,4365225.42,8083728.79,1
6008118,431,4,966389.93,966389.93,0.0,0.0,0.0,1
6008119,431,1,966389.93,966389.93,0.0,0.0,966389.93,1
6008412,432,4,907361.75,907361.75,0.0,0.0,0.0,1
6008413,432,1,907361.75,907361.75,0.0,1536176.46,2443538.2,1
6008414,432,4,1150413.99,1150413.99,0.0,0.0,0.0,1
6008415,432,1,1150413.99,1150413.99,0.0,1740168.44,2890582.43,1
6008416,433,4,5270.57,5270.57,0.0,0.0,0.0,1
6008417,433,1,5270.57,5270.57,0.0,305288.23,310558.81,1
6008418,433,4,673722.73,673722.73,0.0,0.0,0.0,1
6008419,433,1,673722.73,673722.73,0.0,0.0,673722.73,1
6008420,433,4,1191183.65,1191183.65,0.0,0.0,0.0,1
6008421,433,1,1191183.65,1191183.65,0.0,0.0,1191183.65,1
6008422,434,4,32671.88,32671.88,0.0,0.0,0.0,1
6008423,434,1,32671.88,32671.88,0.0,164307.14,196979.02,1
6008424,434,4,2040374.55,2040374.55,0.0,0.0,0.0,1
6008425,434,1,2040374.55,2040374.55,0.0,50729.93,2091104.48,1
6008426,434,4,1307156.17,1307156.17,0.0,0.0,0.0,1
6008427,434,1,1307156.17,1307156.17,0.0,273026.12,1580182.28,1
6008428,434,4,4152987.1,4152987.1,0.0,0.0,0.0,1
6008429,434,1,4152987.1,4152987.1,0.0,45694.34,4198681.44,1
6008430,435,4,365332.78,365332.78,0.0,0.0,0.0,1
6008431,435,1,365332.78,365332.78,0.0,27185.14,392517.92,1
6008432,435,4,1143937.73,1143937.73,0.0,0.0,0.0,1
6008433,435,1,1143937.73,1143937.73,0.0,174260.08,1318197.81,1
6008435,436,4,1532229.72,1532229.72,0.0,0.0,0.0,1
6008436,436,1,1532229.72,1532229.72,0.0,89278.84,1621508.56,1
6008446,436,4,59841.44,59841.44,0.0,0.0,0.0,1
6008447,436,1,59841.44,59841.44,0.0,0.0,59841.44,1
6008476,436,4,842554.02,842554.02,0.0,0.0,0.0,1
6008477,436,1,842554.02,842554.02,0.0,510821.19,1353375.21,1
6008482,436,4,591766.42,591766.42,0.0,0.0,0.0,1
6008483,436,1,591766.42,591766.42,0.0,7334547.33,7926313.75,1
6008513,436,4,539658.73,539658.73,0.0,0.0,0.0,1
6008514,436,1,539658.73,539658.73,0.0,0.0,539658.73,1
6008515,436,4,2388542.02,2388542.02,0.0,0.0,0.0,1
6008516,436,1,2388542.02,2388542.02,0.0,14775.9,2403317.91,1
6008552,436,4,513693.13,513693.13,0.0,0.0,0.0,1
6008553,436,1,513693.13,513693.13,0.0,0.0,513693.13,1
6008661,436,4,4135944.29,4135944.29,0.0,0.0,0.0,1
6008662,436,1,4135944.29,4135944.29,0.0,0.0,4135944.29,1
6008682,437,4,101392.92,101392.92,0.0,0.0,0.0,1
6008683,437,1,101392.92,101392.92,0.0,614050.05,715442.97,1
6008684,437,4,8006429.04,8006429.04,0.0,0.0,0.0,1
6008685,437,1,8006429.04,8006429.04,0.0,0.0,8006429.04,1
6008686,437,4,207801.38,207801.38,0.0,0.0,0.0,1
6008687,437,1,207801.38,207801.38,0.0,0.0,207801.38,1
6008688,437,4,16207.04,16207.04,0.0,0.0,0.0,1
6008689,437,1,16207.04,16207.04,0.0,136857.72,153064.76,1
6008690,437,4,4716.08,4716.08,0.0,0.0,0.0,1
6008691,437,1,4716.08,4716.08,0.0,551191.68,555907.76,1
6008692,437,4,119041.12,119041.12,0.0,0.0,0.0,1
6008693,437,1,119041.12,119041.12,0.0,1755159.6,1874200.73,1
6008694,437,4,367364.8,367364.8,0.0,0.0,0.0,1
6008695,437,1,367364.8,367364.8,0.0,43049.23,410414.03,1
6008696,437,4,3200270.32,3200270.32,0.0,0.0,0.0,1
6008697,437,1,3200270.32,3200270.32,0.0,2000017.66,5200287.99,1
6008698,438,4,455014.69,455014.69,0.0,0.0,0.0,1
6008699,438,1,455014.69,455014.69,0.0,700724.17,1155738.85,1
6008700,438,4,4626269.69,4626269.69,0.0,0.0,0.0,1
6008701,438,1,4626269.69,4626269.69,0.0,4501183.12,9127452.81,1
6008702,438,4,1648547.69,1648547.69,0.0,0.0,0.0,1
6008703,438,1,1648547.69,1648547.69,0.0,52864.15,1701411.84,1
6008704,438,4,176776.55,176776.55,0.0,0.0,0.0,1
6008705,438,1,176776.55,176776.55,0.0,207998.29,384774.84,1
6008706,438,4,60274.87,60274.87,0.0,0.0,0.0,1
6008707,438,1,60274.87,60274.87,0.0,7246746.56,7307021.43,1
6008708,438,4,27286.66,27286.66,0.0,0.0,0.0,1
6008709,438,1,27286.66,27286.66,0.0,11633.47,38920.14,1
6008743,439,4,203119.08,203119.08,0.0,0.0,0.0,1
6008744,439,1,203119.08,203119.08,0.0,1163234.67,1366353.75,1
6008804,439,4,306419.73,306419.73,0.0,0.0,0.0,1
6008805,439,1,306419.73,306419.73,0.0,314156.56,620576.28,1
6009077,439,4,100840.93,100840.93,0.0,0.0,0.0,1
6009078,439,1,100840.93,100840.93,0.0,47681.33,148522.26,1
6009346,439,4,112656.24,112656.24,0.0,0.0,0.0,1
6009347,439,1,112656.24,112656.24,0.0,0.0,112656.24,1
6009371,439,4,3653274.35,3653274.35,0.0,0.0,0.0,1
6009372,439,1,3653274.35,3653274.35,0.0,637138.07,4290412.42,1
6009393,439,4,3947541.37,3947541.37,0.0,0.0,0.0,1
6009394,439,1,3947541.37,3947541.37,0.0,226201.44,4173742.81,1
6009593,440,4,10000000.0,24339822.23,14339822.23,0.0,0.0,1
6009594,440,1,10000000.0,10000000.0,0.0,285336.96,10285336.96,1
6009595,440,4,10000000.0,14339822.23,4339822.23,0.0,0.0,1
6009596,440,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1
6009597,440,4,4339822.23,4339822.23,0.0,0.0,0.0,1
6009598,440,1,4339822.23,4339822.23,0.0,0.0,4339822.23,1
6009599,440,4,807278.78,807278.78,0.0,0.0,0.0,1
6009600,440,1,807278.78,807278.78,0.0,0.0,807278.78,1
6009601,440,4,1102791.66,1102791.66,0.0,0.0,0.0,1
6009602,440,1,1102791.66,1102791.66,0.0,2677101.89,3779893.55,1
6009603,440,4,10000000.0,15049594.33,5049594.33,0.0,0.0,1
6009604,440,1,10000000.0,10000000.0,0.0,253512.69,10253512.69,1
6009605,440,4,5049594.33,5049594.33,0.0,0.0,0.0,1
6009606,440,1,5049594.33,5049594.33,0.0,365902.48,5415496.81,1
6009607,440,4,10000000.0,11912961.16,1912961.16,0.0,0.0,1
6009608,440,1,10000000.0,10000000.0,0.0,633838.8,10633838.8,1
6009609,440,4,1912961.16,1912961.16,0.0,0.0,0.0,1
6009610,440,1,1912961.16,1912961.16,0.0,225745.59,2138706.75,1
6009611,441,4,5429153.98,5429153.98,0.0,0.0,0.0,1
6009612,441,1,5429153.98,5429153.98,0.0,0.0,5429153.98,1
6009613,441,4,1043934.97,1043934.97,0.0,0.0,0.0,1
6009614,441,1,1043934.97,1043934.97,0.0,9298003.36,10341938.33,1
6009615,441,4,107363.54,107363.54,0.0,0.0,0.0,1
6009616,441,1,107363.54,107363.54,0.0,254832.73,362196.27,1
6009617,441,4,1032168.79,1032168.79,0.0,0.0,0.0,1
6009618,441,1,1032168.79,1032168.79,0.0,805209.56,1837378.34,1
6009619,441,4,739856.92,739856.92,0.0,0.0,0.0,1
6009620,441,1,739856.92,739856.92,0.0,0.0,739856.92,1
6009721,442,4,3085.45,3085.45,0.0,0.0,0.0,1
6009722,442,1,3085.45,3085.45,0.0,45631.02,48716.47,1
6009747,442,4,1487505.07,1487505.07,0.0,0.0,0.0,1
6009748,442,1,1487505.07,1487505.07,0.0,0.0,1487505.07,1
6009966,442,4,355969.72,355969.72,0.0,0.0,0.0,1
6009967,442,1,355969.72,355969.72,0.0,41883.35,397853.07,1
6010468,442,4,2758096.0,2758096.0,0.0,0.0,0.0,1
6010469,442,1,2758096.0,2758096.0,0.0,128192.29,2886288.29,1
6010654,442,4,9065.34,9065.34,0.0,0.0,0.0,1
6010655,442,1,9065.34,9065.34,0.0,0.0,9065.34,1
6010741,442,4,37323.15,37323.15,0.0,0.0,0.0,1
6010742,442,1,37323.15,37323.15,0.0,868591.49,905914.64,1
6010843,443,4,1162672.01,1162672.01,0.0,0.0,0.0,1
6010844,443,1,1162672.01,1162672.01,0.0,5026373.25,6189045.26,1
6010845,443,4,1795622.71,1795622.71,0.0,0.0,0.0,1
6010846,443,1,1795622.71,1795622.71,0.0,307814.85,2103437.56,1
6010847,443,4,1591263.43,1591263.43,0.0,0.0,0.0,1
6010848,443,1,1591263.43,1591263.43,0.0,1147865.98,2739129.41,1
6010849,443,4,348915.96,348915.96,0.0,0.0,0.0,1
6010850,443,1,348915.96,348915.96,0.0,0.0,348915.96,1
6010851,443,4,43159.0,43159.0,0.0,0.0,0.0,1
6010852,443,1,43159.0,43159.0,0.0,0.0,43159.0,1
6010853,444,4,408864.84,408864.84,0.0,0.0,0.0,1
6010854,444,1,408864.84,408864.84,0.0,0.0,408864.84,1
